project,commit_hash,commit_msg,file_changed,sentiment_score,subjectivity_score,bug_fix_commit
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_nl.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_pl.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_pt_BR.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_pt_PT.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_ru.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_zh_CN.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/LocalizationBundle_zh_TW.properties,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/PaintMap.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/PolarChartPanel.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/StrokeMap.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/AbstractXYAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/CategoryAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/CategoryLineAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/CategoryPointerAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/CategoryTextAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/TextAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYBoxAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYDrawableAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYImageAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYLineAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYPointerAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYPolygonAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYShapeAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/XYTextAnnotation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/annotations/package.html,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/Axis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/AxisCollection.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/AxisLocation.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/AxisSpace.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/AxisState.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryAnchor.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryAxis3D.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryLabelPosition.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryLabelPositions.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryLabelWidthType.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CategoryTick.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/ColorBar.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CompassFormat.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/CyclicNumberAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/DateAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/DateTick.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/DateTickMarkPosition.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/DateTickUnit.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/ExtendedCategoryAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/LogarithmicAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/MarkerAxisBand.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/ModuloAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/MonthDateFormat.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/NumberAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/NumberAxis3D.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/NumberTick.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/NumberTickUnit.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/PeriodAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/PeriodAxisLabelInfo.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/QuarterDateFormat.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/SegmentedTimeline.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/StandardTickUnitSource.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/SubCategoryAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/SymbolAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/Tick.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/TickUnit.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/TickUnitSource.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/TickUnits.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/Timeline.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/ValueAxis.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/ValueTick.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/axis/package.html,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/AbstractBlock.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/Arrangement.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/Block.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/BlockBorder.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/BlockContainer.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/BlockFrame.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/BlockParams.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/BlockResult.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/BorderArrangement.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/CenterArrangement.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/ColorBlock.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/ColumnArrangement.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/EmptyBlock.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/EntityBlockParams.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/EntityBlockResult.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/FlowArrangement.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/GridArrangement.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/LabelBlock.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/LengthConstraintType.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/LineBorder.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/RectangleConstraint.java,0.0,0.0,False
Chart,86f462482a429746ff48f01732ae432b65215487,Initial import of JFreeChart 1.0.6 sources.,source/org/jfree/chart/block/package.html,0.0,0.0,False
